Subject_ID,Age,Weight,Gender,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Activity,Heart_Rate
Sub_01,56,85.8,0,0.11093191580269313,0.23102741079808678,9.800757163912994,-0.006642274433044227,-0.01101251904847112,0.011063291048284428,Sitting,69.99001981805314
Sub_01,56,85.8,0,0.14408805194743055,0.19195313115684684,9.822103700843337,0.013601113662481715,0.004876732749232938,0.007716381493013362,Sitting,68.02128243219708
Sub_01,56,85.8,0,0.04954573285674462,0.1805867800511693,9.852400987199749,-0.02037075934972139,0.007473680316118015,-0.00723339082451234,Sitting,71.2066586651663
Sub_01,56,85.8,0,0.02083528932315562,0.1557243813085576,9.768571512626215,0.015700322805426725,-0.002906923080310432,0.024338480784024164,Sitting,69.76417915995333
Sub_01,56,85.8,0,0.1386850208416841,0.1821627487115903,9.777775062789042,-0.0030232424207630795,0.020550926086214723,-0.017702431883418922,Sitting,71.62068980350803
Sub_01,56,85.8,0,0.07309291691685202,0.22780608992669826,9.716543382045474,-4.562828990296256e-05,-0.0031936000753365825,-0.010326290690342948,Sitting,67.23264213955586
Sub_01,56,85.8,0,0.03266609513193269,0.2521930305459329,9.761409046112163,-0.006823426011201539,-0.004466834706906671,0.0016972928439037372,Sitting,68.47421174418191
Sub_01,56,85.8,0,0.05597043669764468,0.22632240806673481,9.883065086530408,-0.0004819548553581296,-0.004756713479686023,0.0008939391914564943,Sitting,70.77500396297218
Sub_01,56,85.8,0,0.04347238476592166,0.26819432622085526,9.783287645442483,0.012711382259809148,-0.008154990732884886,0.004880440793787493,Sitting,68.8013341437621
Sub_01,56,85.8,0,0.1067214441314011,0.32695813581346667,9.784107654674472,0.007708631014640396,-0.0055902549323385686,0.015801340950752016,Sitting,69.75319651292546
Sub_01,56,85.8,0,0.12910613973565196,0.18377545210855534,9.815888351621856,0.004926864838004053,-0.01434088869232524,-0.0011985091936559888,Sitting,70.00104867633576
Sub_01,56,85.8,0,0.14438742297966786,0.18970666414522477,9.719388634641275,0.000888730061317436,-0.0019153282391329285,0.001137294602129806,Sitting,70.23738397143005
Sub_01,56,85.8,0,0.14471661650543807,0.1279979276158101,9.84726908450438,-0.014456099724720825,0.0005747400302429677,-0.005945160527242493,Sitting,68.98365068089944
Sub_01,56,85.8,0,0.1377498898622368,0.25953636280568204,9.863320342768645,-0.008441369135177398,-0.02282802490040798,0.005883285184606422,Sitting,70.22392984520872
Sub_01,56,85.8,0,0.0896417054947713,0.2649698407132244,9.818864813273022,-0.0034320123663116797,-0.0010194951247985628,-0.0031847851065033932,Sitting,68.82618444214827
Sub_01,56,85.8,0,0.068826130250752,0.15664269219752236,9.882567549323975,0.004576764544288389,0.00042134081741929173,-0.0031905702106634305,Sitting,71.01142070312017
Sub_01,56,85.8,0,0.024592335522625866,0.23088204227555725,9.733658411693206,0.0006965266451887907,0.0051458899069053935,0.005434831529637776,Sitting,69.82773397077547
Sub_01,56,85.8,0,0.15498234878924103,0.2608535398490055,9.892185789887593,0.009835043063584651,0.012046350725758253,0.01034920927080599,Sitting,70.23255493539328
Sub_01,56,85.8,0,0.09111339393646725,0.21131441347494376,9.763462929838518,0.004736273877275646,0.008513542646005099,-0.02208106551673877,Sitting,73.8548902595355
Sub_01,56,85.8,0,0.07948083456568499,0.24237007162883195,9.736004013336844,0.0005435057793857113,-0.0062036372253555195,0.0036077842467342838,Sitting,68.33934331809996
Sub_01,56,85.8,0,0.15898581723503505,0.20874165059957359,9.788130401939668,0.022757612975672036,-0.0073641217225764635,-0.002702033186775383,Sitting,72.08287340356043
Sub_01,56,85.8,0,0.05508960302721609,0.13915725538203805,9.893600284023616,0.004062266850499283,0.005795044015498541,0.009476169376614092,Sitting,66.01097296442595
Sub_01,56,85.8,0,0.14173977096152143,0.2524673696160433,9.799027892955023,-0.004319422016083723,-0.005472798363375213,-0.0025012260107451128,Sitting,66.88243501762159
Sub_01,56,85.8,0,0.11482806921644854,0.26625528307571006,9.753370417171947,0.0185996700648693,-0.012280540191236242,0.013010524331622997,Sitting,68.13903988346864
Sub_01,56,85.8,0,0.0481085061742259,0.23672505324400228,9.735252876276007,0.012004115484133984,0.023741417434005964,-0.006764130204840386,Sitting,68.2337074520876
Sub_01,56,85.8,0,0.09620981274859074,0.15227513690192898,9.79474407476268,0.01816087790243815,-0.0031072426461719376,-0.02230329907625889,Sitting,70.30555269720827
Sub_01,56,85.8,0,0.14864817668778937,0.16244102876680358,9.700251921422119,-0.0011093193562951016,-0.006265241826885438,0.010515930406716664,Sitting,70.4347633962527
Sub_01,56,85.8,0,0.1397797731947971,0.1434785973439735,9.734990357920328,0.009763091264811027,-0.02192130056241979,-0.008435449622454707,Sitting,69.61776809744146
